GROUP,CONAME,DIST,DISTNAME,PP114,PP214,PP314
E. K-12 / 0 - 1800,BURLINGTON,4450,RIVERSIDE TWP,0.324,0.339,0.341
E. K-12 / 0 - 1800,CAMDEN,150,AUDUBON BORO,0.271,0.265,0.275
E. K-12 / 0 - 1800,CAMDEN,1880,HADDON HEIGHTS BORO,0.250,0.247,0.287
E. K-12 / 0 - 1800,CAMDEN,3770,OAKLYN BORO,0.342,0.349,0.423
E. K-12 / 0 - 1800,CAPE MAY,5790,WILDWOOD CITY,0.320,0.306,0.328
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,0.278,0.278,0.288
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,0.332,0.370,0.374
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,0.358,0.337,0.359
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,0.249,0.258,0.255
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,0.258,0.249,0.273
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,0.288,0.310,0.309
E. K-12 / 0 - 1800,HUNTERDON,1376,SOUTH HUNTERDON,,,0.332
E. K-12 / 0 - 1800,MIDDLESEX,1140,DUNELLEN BORO,0.264,0.280,0.288
E. K-12 / 0 - 1800,MIDDLESEX,2150,HIGHLAND PARK BORO,0.275,0.311,0.330
E. K-12 / 0 - 1800,MIDDLESEX,4830,SOUTH AMBOY CITY,0.299,0.301,0.330
E. K-12 / 0 - 1800,MIDDLESEX,4970,SPOTSWOOD BORO,0.243,0.241,0.257
E. K-12 / 0 - 1800,MONMOUTH,2400,KEANSBURG BORO,0.269,0.257,0.258
E. K-12 / 0 - 1800,MONMOUTH,2430,KEYPORT BORO,0.342,0.323,0.388
E. K-12 / 0 - 1800,MONMOUTH,2930,MANASQUAN BORO,0.330,0.254,0.254
E. K-12 / 0 - 1800,MORRIS,450,BOONTON TOWN,0.316,0.292,0.356
E. K-12 / 0 - 1800,MORRIS,630,BUTLER BORO,0.271,0.281,0.308
E. K-12 / 0 - 1800,MORRIS,3460,MOUNTAIN LAKES BORO,0.255,0.260,0.305
E. K-12 / 0 - 1800,OCEAN,4190,PLUMSTED TWP,0.287,0.281,0.286
E. K-12 / 0 - 1800,OCEAN,4220,POINT PLEASANT BEACH BORO,0.256,0.268,0.304
E. K-12 / 0 - 1800,PASSAIC,4230,POMPTON LAKES BORO,0.256,0.240,0.246
E. K-12 / 0 - 1800,SALEM,4075,PENNSVILLE,0.300,0.314,0.345
E. K-12 / 0 - 1800,SALEM,4150,PITTSGROVE TWP,0.291,0.340,0.327
E. K-12 / 0 - 1800,SALEM,4630,SALEM CITY,0.298,0.306,0.352
E. K-12 / 0 - 1800,SALEM,5910,WOODSTOWN-PILESGROVE REG,0.249,0.284,0.302
E. K-12 / 0 - 1800,SOMERSET,490,BOUND BROOK BORO,0.272,0.259,0.286
E. K-12 / 0 - 1800,SOMERSET,3000,MANVILLE BORO,0.271,0.287,0.292
E. K-12 / 0 - 1800,SUSSEX,2240,HOPATCONG,0.323,0.321,0.383
E. K-12 / 0 - 1800,SUSSEX,3590,NEWTON TOWN,0.272,0.276,0.305
E. K-12 / 0 - 1800,UNION,2420,KENILWORTH BORO,0.275,0.280,0.271
E. K-12 / 0 - 1800,WARREN,280,BELVIDERE TOWN,0.314,0.325,0.341
F. K-12 / 1801 - 3500,,,1. State average - Operating Type K-12,0.291,0.292,0.314
F. K-12 / 1801 - 3500,,,2. State median - Operating Type K-12,0.277,0.280,0.303
F. K-12 / 1801 - 3500,,,5. State average - All operating types,0.291,0.292,0.315
F. K-12 / 1801 - 3500,,,6. State median - All operating types,0.277,0.281,0.306
F. K-12 / 1801 - 3500,ATLANTIC,590,BUENA REGIONAL,0.322,0.341,0.418
F. K-12 / 1801 - 3500,BERGEN,300,BERGENFIELD BORO,0.262,0.234,0.277
F. K-12 / 1801 - 3500,BERGEN,890,CLIFFSIDE PARK BORO,0.256,0.259,0.278
F. K-12 / 1801 - 3500,BERGEN,1130,DUMONT BORO,0.263,0.257,0.259
F. K-12 / 1801 - 3500,BERGEN,1345,ELMWOOD PARK,0.328,0.317,0.319
F. K-12 / 1801 - 3500,BERGEN,1370,ENGLEWOOD CITY,0.317,0.254,0.248
F. K-12 / 1801 - 3500,BERGEN,1760,GLEN ROCK BORO,0.237,0.237,0.265
F. K-12 / 1801 - 3500,BERGEN,2080,HASBROUCK HEIGHTS BORO,0.259,0.256,0.282
F. K-12 / 1801 - 3500,BERGEN,2620,LEONIA BORO,0.254,0.264,0.283
F. K-12 / 1801 - 3500,BERGEN,2740,LODI BOROUGH,0.283,0.275,0.264
F. K-12 / 1801 - 3500,BERGEN,2860,LYNDHURST TWP,0.309,0.278,0.265
F. K-12 / 1801 - 3500,BERGEN,2900,MAHWAH TWP,0.241,0.236,0.271
F. K-12 / 1801 - 3500,BERGEN,3550,NEW MILFORD BORO,0.267,0.277,0.291
F. K-12 / 1801 - 3500,BERGEN,4310,RAMSEY BORO,0.228,0.208,0.224
F. K-12 / 1801 - 3500,BERGEN,4380,RIDGEFIELD PARK TWP,0.283,0.262,0.243
F. K-12 / 1801 - 3500,BERGEN,4600,RUTHERFORD BORO,0.223,0.212,0.236
F. K-12 / 1801 - 3500,BERGEN,5755,WESTWOOD REGIONAL,0.278,0.261,0.300
F. K-12 / 1801 - 3500,BURLINGTON,475,BORDENTOWN REGIONAL,0.280,0.311,0.304
F. K-12 / 1801 - 3500,BURLINGTON,840,CINNAMINSON TWP,0.274,0.270,0.278
F. K-12 / 1801 - 3500,BURLINGTON,1060,DELRAN TWP,0.280,0.295,0.309
F. K-12 / 1801 - 3500,BURLINGTON,3010,MAPLE SHADE TWP,0.267,0.271,0.285
F. K-12 / 1801 - 3500,CAMDEN,940,COLLINGSWOOD BORO,0.292,0.290,0.307
F. K-12 / 1801 - 3500,CAMDEN,1770,GLOUCESTER CITY,0.348,0.367,0.382
F. K-12 / 1801 - 3500,CAMDEN,1890,HADDON TWP,0.290,0.296,0.297
F. K-12 / 1801 - 3500,CAMDEN,1900,HADDONFIELD BORO,0.244,0.232,0.254
F. K-12 / 1801 - 3500,CAMDEN,2670,LINDENWOLD BORO,0.316,0.334,0.347
F. K-12 / 1801 - 3500,CAMDEN,4110,PINE HILL BORO,0.303,0.285,0.308
F. K-12 / 1801 - 3500,CAPE MAY,3130,MIDDLE TWP,0.293,0.315,0.342
F. K-12 / 1801 - 3500,CAPE MAY,3780,OCEAN CITY,0.230,0.229,0.270
F. K-12 / 1801 - 3500,ESSEX,660,CALDWELL-WEST CALDWELL,0.265,0.267,0.303
F. K-12 / 1801 - 3500,ESSEX,1750,GLEN RIDGE BORO,0.232,0.224,0.266
F. K-12 / 1801 - 3500,ESSEX,5370,VERONA BORO,0.238,0.223,0.224
F. K-12 / 1801 - 3500,GLOUCESTER,1730,GLASSBORO,0.308,0.317,0.337
F. K-12 / 1801 - 3500,GLOUCESTER,5620,WEST DEPTFORD TWP,0.242,0.226,0.256
F. K-12 / 1801 - 3500,HUDSON,2060,HARRISON TOWN,0.307,0.296,0.271
F. K-12 / 1801 - 3500,HUDSON,2210,HOBOKEN CITY,0.295,0.301,0.390
F. K-12 / 1801 - 3500,HUDSON,4730,SECAUCUS TOWN,0.292,0.287,0.316
F. K-12 / 1801 - 3500,MERCER,5510,ROBBINSVILLE TWP,0.241,0.237,0.248
F. K-12 / 1801 - 3500,MIDDLESEX,3120,METUCHEN BORO,0.282,0.282,0.308
F. K-12 / 1801 - 3500,MIDDLESEX,3140,MIDDLESEX BORO,0.281,0.255,0.261
F. K-12 / 1801 - 3500,MIDDLESEX,4920,SOUTH RIVER BORO,0.287,0.249,0.283
F. K-12 / 1801 - 3500,MONMOUTH,100,ASBURY PARK CITY,0.318,0.300,0.306
F. K-12 / 1801 - 3500,MONMOUTH,2105,HAZLET TWP,0.261,0.281,0.323
F. K-12 / 1801 - 3500,MONMOUTH,2230,HOLMDEL TWP,0.271,0.282,0.308
F. K-12 / 1801 - 3500,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,0.275,0.284,0.312
F. K-12 / 1801 - 3500,MORRIS,1110,DOVER TOWN,0.310,0.300,0.302
F. K-12 / 1801 - 3500,MORRIS,2380,JEFFERSON TWP,0.309,0.306,0.318
F. K-12 / 1801 - 3500,MORRIS,2460,KINNELON BORO,0.234,0.244,0.281
F. K-12 / 1801 - 3500,MORRIS,2870,MADISON BORO,0.254,0.261,0.276
F. K-12 / 1801 - 3500,MORRIS,4080,PEQUANNOCK TWP,0.282,0.297,0.328
F. K-12 / 1801 - 3500,OCEAN,185,BARNEGAT TWP,0.353,0.383,0.387
F. K-12 / 1801 - 3500,OCEAN,2940,MANCHESTER TWP,0.312,0.336,0.351
F. K-12 / 1801 - 3500,OCEAN,4210,POINT PLEASANT BORO,0.267,0.268,0.306
F. K-12 / 1801 - 3500,PASSAIC,2100,HAWTHORNE BORO,0.344,0.354,0.364
F. K-12 / 1801 - 3500,SALEM,4070,PENNS GRV-CARNEY'S PT REG,0.280,0.307,0.272
F. K-12 / 1801 - 3500,SOMERSET,3670,NORTH PLAINFIELD BORO,0.287,0.264,0.291
F. K-12 / 1801 - 3500,SOMERSET,4815,SOMERSET HILLS REGIONAL,0.250,0.240,0.241
F. K-12 / 1801 - 3500,SOMERSET,4820,SOMERVILLE BORO,0.263,0.273,0.302
F. K-12 / 1801 - 3500,SUSSEX,4960,SPARTA TWP,0.295,0.304,0.315
F. K-12 / 1801 - 3500,SUSSEX,5360,VERNON TWP,0.272,0.268,0.297
F. K-12 / 1801 - 3500,UNION,310,BERKELEY HEIGHTS TWP,0.253,0.248,0.265
F. K-12 / 1801 - 3500,UNION,850,CLARK TWP,0.267,0.254,0.245
F. K-12 / 1801 - 3500,UNION,2190,HILLSIDE TWP,0.271,0.271,0.276
F. K-12 / 1801 - 3500,UNION,3560,NEW PROVIDENCE BORO,0.254,0.263,0.276
F. K-12 / 1801 - 3500,UNION,4540,ROSELLE BORO,0.321,0.319,0.354
F. K-12 / 1801 - 3500,UNION,4550,ROSELLE PARK BORO,0.318,0.301,0.364
F. K-12 / 1801 - 3500,UNION,5000,SPRINGFIELD TWP,0.278,0.246,0.317
F. K-12 / 1801 - 3500,WARREN,1870,HACKETTSTOWN,0.230,0.231,0.257
G. K-12 / 3501 +,,,1. State average - Operating Type K-12,0.291,0.292,0.314
G. K-12 / 3501 +,,,2. State median - Operating Type K-12,0.277,0.280,0.303
G. K-12 / 3501 +,,,5. State average - All operating types,0.291,0.292,0.315
G. K-12 / 3501 +,,,6. State median - All operating types,0.277,0.281,0.306
G. K-12 / 3501 +,ATLANTIC,110,ATLANTIC CITY,0.329,0.342,0.355
G. K-12 / 3501 +,ATLANTIC,1310,EGG HARBOR TWP,0.377,0.380,0.409
G. K-12 / 3501 +,ATLANTIC,1960,HAMMONTON TOWN,0.275,0.286,0.319
G. K-12 / 3501 +,ATLANTIC,4180,PLEASANTVILLE CITY,0.322,0.334,0.338
G. K-12 / 3501 +,BERGEN,1450,FAIR LAWN BORO,0.253,0.239,0.237
G. K-12 / 3501 +,BERGEN,1550,FORT LEE BORO,0.274,0.311,0.317
G. K-12 / 3501 +,BERGEN,1700,GARFIELD CITY,0.248,0.249,0.256
G. K-12 / 3501 +,BERGEN,1860,HACKENSACK CITY,0.228,0.228,0.230
G. K-12 / 3501 +,BERGEN,3930,PARAMUS BORO,0.323,0.295,0.343
G. K-12 / 3501 +,BERGEN,4390,RIDGEWOOD VILLAGE,0.203,0.188,0.185
G. K-12 / 3501 +,BERGEN,5150,TEANECK TWP,0.263,0.276,0.276
G. K-12 / 3501 +,BERGEN,5160,TENAFLY BORO,0.255,0.254,0.277
G. K-12 / 3501 +,BURLINGTON,620,BURLINGTON TWP,0.312,0.325,0.329
G. K-12 / 3501 +,BURLINGTON,3360,MOORESTOWN TWP,0.278,0.260,0.278
G. K-12 / 3501 +,BURLINGTON,4050,PEMBERTON TWP,0.411,0.379,0.376
G. K-12 / 3501 +,BURLINGTON,5805,WILLINGBORO TWP,0.310,0.307,0.299
G. K-12 / 3501 +,CAMDEN,680,CAMDEN CITY,0.324,0.342,0.412
G. K-12 / 3501 +,CAMDEN,800,CHERRY HILL TWP,0.335,0.323,0.324
G. K-12 / 3501 +,CAMDEN,4060,PENNSAUKEN TWP,0.365,0.357,0.440
G. K-12 / 3501 +,CAMDEN,5820,WINSLOW TWP,0.270,0.268,0.364
G. K-12 / 3501 +,CUMBERLAND,540,BRIDGETON CITY,0.376,0.383,0.417
G. K-12 / 3501 +,CUMBERLAND,3230,MILLVILLE CITY,0.398,0.402,0.414
G. K-12 / 3501 +,CUMBERLAND,5390,VINELAND CITY,0.371,0.402,0.366
G. K-12 / 3501 +,ESSEX,250,BELLEVILLE TOWN,0.268,0.236,0.256
G. K-12 / 3501 +,ESSEX,410,BLOOMFIELD TWP,0.270,0.393,0.338
G. K-12 / 3501 +,ESSEX,1210,EAST ORANGE,0.243,0.251,0.258
G. K-12 / 3501 +,ESSEX,2330,IRVINGTON TOWNSHIP,0.384,0.370,0.362
G. K-12 / 3501 +,ESSEX,2730,LIVINGSTON TWP,0.211,0.208,0.223
G. K-12 / 3501 +,ESSEX,3190,MILLBURN TWP,0.214,0.217,0.236
G. K-12 / 3501 +,ESSEX,3310,MONTCLAIR TOWN,0.202,0.218,0.240
G. K-12 / 3501 +,ESSEX,3570,NEWARK CITY,0.267,0.278,0.335
G. K-12 / 3501 +,ESSEX,3750,NUTLEY TOWN,0.274,0.268,0.296
G. K-12 / 3501 +,ESSEX,3880,CITY OF ORANGE TWP,0.269,0.255,0.296
G. K-12 / 3501 +,ESSEX,4900,SOUTH ORANGE-MAPLEWOOD,0.218,0.233,0.302
G. K-12 / 3501 +,ESSEX,5680,WEST ORANGE TOWN,0.254,0.218,0.245
G. K-12 / 3501 +,GLOUCESTER,1100,DEPTFORD TWP,0.264,0.266,0.310
G. K-12 / 3501 +,GLOUCESTER,3280,MONROE TWP,0.299,0.303,0.314
G. K-12 / 3501 +,GLOUCESTER,5500,WASHINGTON TWP,0.311,0.320,0.351
G. K-12 / 3501 +,HUDSON,220,BAYONNE CITY,0.289,0.251,0.223
G. K-12 / 3501 +,HUDSON,2390,JERSEY CITY,0.266,0.288,0.307
G. K-12 / 3501 +,HUDSON,2410,KEARNY TOWN,0.238,0.229,0.249
G. K-12 / 3501 +,HUDSON,3610,NORTH BERGEN TWP,0.265,0.273,0.276
G. K-12 / 3501 +,HUDSON,5240,UNION CITY,0.384,0.375,0.399
G. K-12 / 3501 +,HUDSON,5670,WEST NEW YORK TOWN,0.310,0.309,0.310
G. K-12 / 3501 +,MERCER,1245,EAST WINDSOR REGIONAL,0.271,0.266,0.289
G. K-12 / 3501 +,MERCER,1430,EWING TWP,0.312,0.317,0.357
G. K-12 / 3501 +,MERCER,1950,HAMILTON TWP,0.333,0.327,0.347
G. K-12 / 3501 +,MERCER,2280,HOPEWELL VALLEY REGIONAL,0.259,0.266,0.277
G. K-12 / 3501 +,MERCER,2580,LAWRENCE TWP,0.275,0.269,0.276
G. K-12 / 3501 +,MERCER,4255,PRINCETON,0.254,0.258,0.268
G. K-12 / 3501 +,MERCER,5210,TRENTON CITY,0.370,0.362,0.364
G. K-12 / 3501 +,MERCER,5715,W WINDSOR-PLAINSBORO REG,0.274,0.278,0.307
G. K-12 / 3501 +,MIDDLESEX,750,CARTERET BORO,0.323,0.324,0.391
G. K-12 / 3501 +,MIDDLESEX,1170,EAST BRUNSWICK TWP,0.278,0.282,0.305
G. K-12 / 3501 +,MIDDLESEX,1290,EDISON TWP,0.222,0.227,0.244
G. K-12 / 3501 +,MIDDLESEX,3290,MONROE TWP,0.347,0.372,0.376
G. K-12 / 3501 +,MIDDLESEX,3530,NEW BRUNSWICK CITY,0.316,0.302,0.340
G. K-12 / 3501 +,MIDDLESEX,3620,NORTH BRUNSWICK TWP,0.339,0.328,0.343
G. K-12 / 3501 +,MIDDLESEX,3845,OLD BRIDGE TWP,0.327,0.324,0.353
G. K-12 / 3501 +,MIDDLESEX,4090,PERTH AMBOY CITY,0.375,0.382,0.427
G. K-12 / 3501 +,MIDDLESEX,4130,PISCATAWAY TWP,0.245,0.264,0.237
G. K-12 / 3501 +,MIDDLESEX,4660,SAYREVILLE BORO,0.274,0.259,0.272
G. K-12 / 3501 +,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,0.297,0.298,0.356
G. K-12 / 3501 +,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,0.291,0.296,0.338
G. K-12 / 3501 +,MIDDLESEX,5850,WOODBRIDGE TWP,0.251,0.230,0.272
G. K-12 / 3501 +,MONMOUTH,2770,LONG BRANCH CITY,0.345,0.364,0.393
G. K-12 / 3501 +,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,0.284,0.311,0.336
G. K-12 / 3501 +,MONMOUTH,3160,MIDDLETOWN TWP,0.265,0.240,0.240
G. K-12 / 3501 +,MONMOUTH,3510,NEPTUNE TWP,0.366,0.332,0.363
G. K-12 / 3501 +,MONMOUTH,3810,OCEAN TWP,0.287,0.300,0.301
G. K-12 / 3501 +,MONMOUTH,5420,WALL TWP,0.237,0.235,0.232
G. K-12 / 3501 +,MORRIS,785,SCH DIST OF THE CHATHAMS,0.223,0.226,0.239
G. K-12 / 3501 +,MORRIS,3340,MONTVILLE TWP,0.266,0.234,0.246
G. K-12 / 3501 +,MORRIS,3385,MORRIS SCHOOL DISTRICT,0.254,0.257,0.284
G. K-12 / 3501 +,MORRIS,3450,MOUNT OLIVE TWP,0.328,0.319,0.366
G. K-12 / 3501 +,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,0.248,0.248,0.264
G. K-12 / 3501 +,MORRIS,4330,RANDOLPH TWP,0.278,0.298,0.298
G. K-12 / 3501 +,MORRIS,4560,ROXBURY TWP,0.275,0.258,0.289
G. K-12 / 3501 +,OCEAN,530,BRICK TWP,0.361,0.372,0.373
G. K-12 / 3501 +,OCEAN,2360,JACKSON TWP,0.333,0.341,0.382
G. K-12 / 3501 +,OCEAN,2480,LACEY TWP,0.377,0.381,0.389
G. K-12 / 3501 +,OCEAN,2520,LAKEWOOD TWP,0.386,0.421,0.455
G. K-12 / 3501 +,OCEAN,5190,TOMS RIVER REGIONAL,0.459,0.437,0.420
G. K-12 / 3501 +,PASSAIC,900,CLIFTON CITY,0.347,0.319,0.324
G. K-12 / 3501 +,PASSAIC,3970,PASSAIC CITY,0.275,0.289,0.303
G. K-12 / 3501 +,PASSAIC,4010,PATERSON CITY,0.288,0.311,0.346
G. K-12 / 3501 +,PASSAIC,5570,WAYNE TWP,0.373,0.372,0.367
G. K-12 / 3501 +,PASSAIC,5650,WEST MILFORD TWP,0.308,0.284,0.312
G. K-12 / 3501 +,SOMERSET,350,BERNARDS TWP,0.240,0.241,0.258
G. K-12 / 3501 +,SOMERSET,555,BRIDGEWATER-RARITAN REG,0.286,0.278,0.306
G. K-12 / 3501 +,SOMERSET,1610,FRANKLIN TWP,0.291,0.291,0.299
G. K-12 / 3501 +,SOMERSET,2170,HILLSBOROUGH TWP,0.242,0.249,0.266
G. K-12 / 3501 +,SOMERSET,3320,MONTGOMERY TWP,0.311,0.308,0.329
G. K-12 / 3501 +,UNION,980,CRANFORD TWP,0.283,0.290,0.295
G. K-12 / 3501 +,UNION,1320,ELIZABETH CITY,0.274,0.276,0.307
G. K-12 / 3501 +,UNION,2660,LINDEN CITY,0.277,0.276,0.317
G. K-12 / 3501 +,UNION,4160,PLAINFIELD CITY,0.302,0.314,0.324
G. K-12 / 3501 +,UNION,4290,RAHWAY CITY,0.292,0.301,0.314
G. K-12 / 3501 +,UNION,4670,SCOTCH PLAINS-FANWOOD REG,0.299,0.300,0.322
G. K-12 / 3501 +,UNION,5090,SUMMIT CITY,0.247,0.233,0.249
G. K-12 / 3501 +,UNION,5290,UNION TWP,0.267,0.260,0.299
G. K-12 / 3501 +,UNION,5730,WESTFIELD TOWN,0.261,0.260,0.283
G. K-12 / 3501 +,WARREN,4100,PHILLIPSBURG TOWN,0.329,0.320,0.377
H. 7-12 / 9-12,,,1. State average - Operating Type 7-12,0.294,0.298,0.322
H. 7-12 / 9-12,,,2. State median - Operating Type 7-12,0.273,0.285,0.309
H. 7-12 / 9-12,,,3. State average - Operating Type 9-12,0.272,0.271,0.297
H. 7-12 / 9-12,,,4. State median - Operating Type 9-12,0.273,0.271,0.292
H. 7-12 / 9-12,,,5. State average - All operating types,0.291,0.292,0.315
H. 7-12 / 9-12,,,6. State median - All operating types,0.277,0.281,0.306
H. 7-12 / 9-12,ATLANTIC,1790,GREATER EGG HARBOR REG,0.291,0.301,0.333
H. 7-12 / 9-12,ATLANTIC,2910,MAINLAND REGIONAL,0.240,0.255,0.253
H. 7-12 / 9-12,BERGEN,745,CARLSTADT-EAST RUTHERFORD,0.276,0.277,0.312
H. 7-12 / 9-12,BERGEN,3700,NORTHERN HIGHLANDS REG,0.227,0.224,0.244
H. 7-12 / 9-12,BERGEN,3710,NORTHERN VALLEY REGIONAL,0.205,0.210,0.226
H. 7-12 / 9-12,BERGEN,3960,PASCACK VALLEY REGIONAL,0.227,0.221,0.231
H. 7-12 / 9-12,BERGEN,4300,RAMAPO-INDIAN HILL REG,0.250,0.228,0.285
H. 7-12 / 9-12,BERGEN,4405,RIVER DELL REGIONAL,0.219,0.214,0.267
H. 7-12 / 9-12,BURLINGTON,2610,LENAPE REGIONAL,0.251,0.271,0.289
H. 7-12 / 9-12,BURLINGTON,3690,NORTHERN BURLINGTON REG,0.281,0.303,0.329
H. 7-12 / 9-12,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,0.279,0.282,0.332
H. 7-12 / 9-12,CAMDEN,390,BLACK HORSE PIKE REGIONAL,0.323,0.335,0.355
H. 7-12 / 9-12,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,0.287,0.303,0.326
H. 7-12 / 9-12,CAMDEN,5035,STERLING HIGH SCHOOL DIST,0.353,0.270,0.341
H. 7-12 / 9-12,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,0.265,0.258,0.286
H. 7-12 / 9-12,CUMBERLAND,997,CUMBERLAND REGIONAL,0.273,0.264,0.294
H. 7-12 / 9-12,ESSEX,5630,WEST ESSEX REGIONAL,0.243,0.246,0.242
H. 7-12 / 9-12,GLOUCESTER,870,CLEARVIEW REGIONAL,0.264,0.293,0.283
H. 7-12 / 9-12,GLOUCESTER,1715,GATEWAY REGIONAL,0.250,0.273,0.280
H. 7-12 / 9-12,GLOUCESTER,2440,KINGSWAY REGIONAL,0.296,0.283,0.310
H. 7-12 / 9-12,GLOUCESTER,4940,DELSEA REGIONAL H.S DIST.,0.295,0.344,0.396
H. 7-12 / 9-12,HUNTERDON,1050,DELAWARE VALLEY REGIONAL,0.300,0.323,0.342
H. 7-12 / 9-12,HUNTERDON,2300,HUNTERDON CENTRAL REG,0.298,0.301,0.369
H. 7-12 / 9-12,HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,0.287,0.288,0.328
H. 7-12 / 9-12,MONMOUTH,1650,FREEHOLD REGIONAL,0.294,0.278,0.302
H. 7-12 / 9-12,MONMOUTH,2120,HENRY HUDSON REGIONAL,0.310,0.307,0.354
H. 7-12 / 9-12,MONMOUTH,3270,MONMOUTH REGIONAL,0.401,0.374,0.390
H. 7-12 / 9-12,MONMOUTH,4365,RED BANK REGIONAL,0.316,0.272,0.287
H. 7-12 / 9-12,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,0.256,0.256,0.289
H. 7-12 / 9-12,MONMOUTH,4760,SHORE REGIONAL,0.320,0.306,0.328
H. 7-12 / 9-12,MORRIS,1990,HANOVER PARK REGIONAL,0.277,0.274,0.304
H. 7-12 / 9-12,MORRIS,3370,MORRIS HILLS REGIONAL,0.252,0.245,0.256
H. 7-12 / 9-12,MORRIS,5660,WEST MORRIS REGIONAL,0.257,0.266,0.269
H. 7-12 / 9-12,OCEAN,770,CENTRAL REGIONAL,0.338,0.320,0.347
H. 7-12 / 9-12,OCEAN,4105,PINELANDS REGIONAL,0.271,0.288,0.308
H. 7-12 / 9-12,OCEAN,4950,SOUTHERN REGIONAL,0.427,0.410,0.414
H. 7-12 / 9-12,PASSAIC,2510,LAKELAND REGIONAL,0.234,0.247,0.292
H. 7-12 / 9-12,PASSAIC,3980,PASSAIC CO MANCHESTER REG,0.247,0.282,0.289
H. 7-12 / 9-12,PASSAIC,3990,PASSAIC VALLEY REGIONAL,0.229,0.232,0.315
H. 7-12 / 9-12,SOMERSET,5550,WATCHUNG HILLS REGIONAL,0.252,0.244,0.257
H. 7-12 / 9-12,SUSSEX,2165,HIGH POINT REGIONAL,0.311,0.288,0.277
H. 7-12 / 9-12,SUSSEX,2465,KITTATINNY REGIONAL,0.273,0.285,0.301
H. 7-12 / 9-12,SUSSEX,2615,LENAPE VALLEY REGIONAL,0.229,0.234,0.256
H. 7-12 / 9-12,SUSSEX,5435,WALLKILL VALLEY REGIONAL,0.261,0.252,0.289
H. 7-12 / 9-12,WARREN,3675,NORTH WARREN REGIONAL,0.263,0.268,0.309
H. 7-12 / 9-12,WARREN,5465,WARREN HILLS REGIONAL,0.287,0.272,0.333
I. CSSD,,,1. State average -  Operating Type CSSD,0.424,0.416,0.449
I. CSSD,,,2. State median - Operating Type CSSD,0.382,0.400,0.418
I. CSSD,,,5. State average - All operating types,0.291,0.292,0.315
I. CSSD,,,6. State median - All operating types,0.277,0.281,0.306
I. CSSD,ATLANTIC,125,ATLANTIC CO SPECIAL SERV,0.382,0.389,0.410
I. CSSD,BERGEN,285,BERGEN CO SPECIAL SERVICE,0.441,0.429,0.481
I. CSSD,BURLINGTON,605,BURLINGTON CO SPEC SERV,0.490,0.410,0.422
I. CSSD,CAPE MAY,715,CAPE MAY CO SPECIAL SERV,0.333,0.349,0.366
I. CSSD,GLOUCESTER,1774,GLOUCESTER CO SPEC SERV,0.476,0.520,0.565
I. CSSD,MERCER,3103,MERCER CO SPECIAL SERVICE,0.369,0.376,0.414
I. CSSD,SALEM,4635,SALEM CO SPECIAL SERVICE,0.382,0.450,0.449
I. CSSD,WARREN,5450,WARREN CO SPECIAL SERVICE,0.269,0.308,0.314
J. VOC,,,1. State average - Operating Type VOC,0.285,0.289,0.325
J. VOC,,,2. State median - Operating Type VOC,0.302,0.305,0.326
J. VOC,,,5. State average - All operating types,0.291,0.292,0.315
J. VOC,,,6. State median - All operating types,0.277,0.281,0.306
J. VOC,ATLANTIC,120,ATLANTIC CO VOCATIONAL,0.319,0.326,0.382
J. VOC,BERGEN,290,BERGEN COUNTY VOCATIONAL,0.324,0.318,0.361
J. VOC,BURLINGTON,610,BURLINGTON CO VOCATIONAL,0.277,0.275,0.315
J. VOC,CAMDEN,700,CAMDEN COUNTY VOCATIONAL,0.333,0.325,0.375
J. VOC,CAPE MAY,720,CAPE MAY CO VOCATIONAL,0.338,0.346,0.359
J. VOC,CUMBERLAND,995,CUMBERLAND CO VOCATIONAL,0.307,0.305,0.352
J. VOC,ESSEX,1390,ESSEX CO VOC-TECH,0.264,0.244,0.311
J. VOC,GLOUCESTER,1775,GLOUCESTER CO VOCATIONAL,0.297,0.312,0.326
J. VOC,HUDSON,2295,HUDSON COUNTY VOCATIONAL,0.256,0.265,0.385
J. VOC,HUNTERDON,2308,HUNTERDON CO VOCATIONAL,0.290,0.265,0.286
J. VOC,MERCER,3105,MERCER COUNTY VOCATIONAL,0.314,0.313,0.320
J. VOC,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,0.312,0.316,0.327
